COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
477,4400003719,CHIP AHOY SLCTNS OAT,12.5 O,12,1276720
477,4400003720,CHIPS AHOY SELEC CHO,12.5OZ,12,1276730
477,4400003721,NAB NILLA VANILLA WA,12 OZ,12,1276050
477,4400003722,CHIPS AHOY BONUS PAC,18 OZ,12,9840290
477,4400003729,FUDGE COVERED OREOS,14 OZ,12,1277550
477,4400003732,NAB CHEWY CHIPS AHOY,18 OZ,12,1276660
477,4400003753,NABISCO FIG NEWTON,32 OZ,12,1278420
477,4400003799,BARNUM'S ANIMAL PAIL,6 OZ,12,9840300
477,4400004483,RASPBERRY NEWTONS,12 OZ,12,1278860
477,4400004557,CHOCOLATE TEDDY GRAH,10 OZ,6,1277750
477,4400004558,HONEY TEDDY GRAHAMS,10 OZ,6,1277740
477,4400004559,CINNAMON TEDDY GRAHA,10 OZ,6,1277730
477,4400004570,NAB CK FDGE STRP PNT,9 OZ,12,127805
477,4400004606,NAB COOKIE BREAK VAN,20 OZ,12,1277050
477,4400004607,MINI CHIPS AHOY,7 OZ,12,1277610
477,4400004611,NUTTER BUTTER BITES,10 OZ,12,1276770
477,4400004612,TEDDY GRAHAMS VARIET,4.87 O,12,1277770
477,4400004619,T.G. BEARWICHS VAN,11 OZ,6,1277800
477,4400004620,T.G. BEARWICHS CHOC,11 OZ,6,1277780
477,4400004621,T.G. BEARWICHS CINN,11 OZ,6,1277790
477,4400004625,OREO BIG STUF DISPLA,4.2 OZ,72,9840730
477,4400004631,NUTTER BUTTER PNT BT,16 OZ,12,1277600
477,4400004632,CAMEO CREME SANDWICH,16 OZ,12,1278060
477,4400004666,OREO SNACK PACK,8.5 OZ,12,1277630
477,4400004685,CHIPS AHOY SELECTION,12.5OZ,12,1276630
477,4400004686,MINI OREO BITE SIZE,7 OZ,12,1277640
477,4400004690,MADE EM MYSELF DECOR,13.5 O,12,9840310
477,4400004697,MINI CHIPS AHOY,10.5OZ,6,1277620
477,4400004699,OREO HALLOWEEN TREAT,10.8 O,12,9846040
477,4400004709,FIG NEWTON ANNIVERSA,16 OZ,14,9840440
477,4400004712,HALLOWEEN OREO,20 OZ,12,9846030
477,4400004713,FAT FREE FIG NEWTONS,12 OZ,12,1277310
480,4400004718,GARDEN CRISPS CRACKE,7.5 OZ,6,1275290
477,4400004719,NABISCO OREO SANDWIC,42 OZ.,6,1278460
477,4400004730,FAT FREE APPLE NEWTO,12 OZ,12,1277320
477,4400004740,TEDDY GRAHAM ROCKIN,10 OZ,6,9840210
477,4400004741,TEDDY GRAHAM BEACH B,10 OZ,6,9840230
477,4400004743,CHIPS AHOY SELECTION,7 OZ,12,1276630
477,4400004744,CHIPS AHOY CHOC CHUN,7 OZ,12,1276700
477,4400004745,CHPS AHY CHNKY CHOCO,7 OZ,12,1276680
477,4400004746,MINI OREO BITE SIZE,7.5 OZ,12,1277640
477,4400004747,MINI OREO SHIPPER,7.5 OZ,48,9840360
477,4400004753,NILLA WAFER BONUS PA,16 OZ,12,9840330
480,4400004779,RITZ CHOCOLATE DIPPE,4.5 OZ,1,9874420
477,4400004781,CHPS AHOY SLCT WHT F,7 OZ,12,1276690
477,4400004791,CHIPS AHOY ROCKERS,12.5OZ,12,1276720
477,4400004807,SNACKWELL'S CHOC CHI,7.5 OZ,6,1274640
477,4400004817,CHIPS AHOY SELSCTION,7 OZ,48,9840250
477,4400004833,NAB. HONEY MAID CRUS,6 OZ,18,9846550
477,4400004834,NAB. OREO CRUSTS,6 OZ,18,9846560
477,4400004835,NAB. NILLA CRUSTS,6 OZ,18,9846570
477,4400004865,NAB FAT FREE CRANBER,12 OZ,12,1277330
477,4400004868,NAB FAT FREE RASPBER,12 OZ,12,1277340
477,4400004869,NAB FAT FREE STRAWBE,12 OZ,12,1277350
477,4400004882,NAB BUGS BUNNY CHOC,10 OZ,6,1277060
477,4400004883,~NAB BUGS BUNNY CINN,10 OZ,6,1277070
477,4400004889,SNACKWELL CHOC CRM S,7.75OZ,12,1274670
477,4400004893,CHUNKY CHIPS AHOY!,15.5 O,12,1278550
477,4400004898,CHUNKY CHIPS AHOY],16 OZ,12,1278550
477,4400004906,CHIPS AHOY CHOC CHUN,7 OZ,12,1276700
477,4400004907,CHIPS AHOY SLCTNS CH,12.5 O,12,1276690
477,4400004912,OREO BIG STUFF,12.5 O,12,1277530
477,4400004921,FAM FVORITES VANILLA,16 OZ,12,1276370
480,4400004922,MR PHIPPS BONUS PACK,10.75O,12,1276460
477,4400004926,CHIPS AHOY BONUS PAC,24 OZ,6,9812210
477,4400004966,MINI OREO BITE SIZE,7.5 OZ,12,1277640
477,4400004981,NABISCO HOLIDAY CHIP,14.5 O,12,9845920
480,4400008842,NAB OREO SANDWICH,24OZ,4,1278520
480,4400008843,CHIPS AHOY!!! SINGLE,16.8OZ,4,1278540
477,4400008844,NAB FIG NEWTON SINGL,24OZ,4,1278560
477,4400008845,NUTTER BUTTER,22.8 O,4,1278580
477,4400008847,TEDDY GRAHAMS,18 OZ,4,1278600
477,4400008869,MINI CHIPS AHOY,21 OZ,4,1278620
485,4610000862,CHOC CHP COOKIE STK/,5 OZ,12,1214371
477,4617500021,CHICAGO KID CHOC CRM,6 OZ,24,35370
477,4617500022,CHICAGO KID DUPLX CR,6 OZ,24,35380
477,4617500024,CHICAGO KID VAN CREM,6 OZ,24,35304
477,4931200001,26.2OZ. LA CORONA DE,26.2OZ,6,1215040
477,5040024452,BRK CAKE VANILLA SGR,4 OZ,1,28920
478,5100005220,DELACRE NEBO SP MLK,5.3 OZ,24,1269980
478,5100005978,DELACRE BIARRITZ,4.4 OZ,12,1269990
485,5162409001,A.M. CLSC MUNCHIE BE,1.75 O,72,9846410
477,5565311860,DARE SUNMAID OAT RAI,10.6 O,12,1287910
485,5929056565,CARR'S SAVORY BISCUI,8.5 OZ,4,1291710
485,5929057410,CARRS DRK CH WHEATOL,5.29OZ,12,1207140
478,5929057429,CARR'S MILK CHOC WHT,5.29OZ,12,1207200
478,5929057471,CARRS MILK CHOC BUTT,4.4 OZ,12,1207230
478,5929057472,CARR'S DARK CHOC BUT,4.4 OZ,12,1207220
478,5929057473,CARR'S MILK CHOCOLAT,4.4 OZ,12,1207180
478,5929057481,CARR'S CLASSIC SHORT,5.3 OZ,12,9852820
478,6199789005,WINDSOR SUGAR WAFERS,4 OZ,24,9870010
478,6598720101,PEEK ARROWROOT,7 OZ,12,1297530
478,6598720116,PEEK FREEN GINGER CR,7 OZ,12,1256370
478,6598720121,PEEK FREEN NICE,7 OZ,12,1297550
478,6598720126,PEEK FREEN SHORTCAKE,7 OZ,12,1297560
478,6598720136,PEEK PETIT BEURRE,7 OZ,12,1297570
478,6598720211,PEAK FREAN FRUIT CRE,7 OZ,12,1297540
477,6598720297,PEEK FREANS RF VAN C,7.75OZ,12,9852020
477,6598720298,PEEK FREANS RF CHC C,7.75OZ,12,9852010
485,6672112771,RED OVAL MINI LEMON,8.8 OZ,12,1289810
478,6740400538,BRANDT PFEFFERNUSSE,7.1 OZ,44,9812730
477,7014005713,MAMA'S LEMON CREMES,15 OZ,12,1259730
477,7014005723,MAMA'S VANILLA CREME,15 OZ,12,1259740
477,7014005733,MAMA'S DUPLEX CREMES,15 OZ,12,1259720
477,7014005743,$MAMAS 2 IN 1 CREME,15 OZ,12,1259530
477,7014005755,MAMA'S VANILLA CREME,13 OZ,12,1259740
477,7014005756,MAMA'S DUPLEX CREMES,13 OZ,12,1259720
477,7014005874,MAMA'S VANILLA CREME,5OZ,24,1259600
477,7014005875,MAMA'S BANANA CREME,5OZ,24,1259510
477,7014005876,MAMA'S STRAWBERRY CR,5OZ,24,1259590
477,7014005877,MAMA'S LEMON CREMES,5OZ,24,1259580
477,7014005933,MAMA'S VANILLA CREME,6 OZ,24,1259600
477,7014005953,MAMA'S BANANA CREMES,6 OZ,24,1259510
477,7014005973,MAMA'S STRAWBERRY CR,6 OZ,24,1259590
477,7014007813,MAMA'S CHOCO SUGAR W,3.5 OZ,24,1271790
477,7014007823,MAMA'S STRAW SUGAR W,3.5 OZ,24,1271770
477,7014007824,MAMA'S LEMON CREMES,6 OZ,24,1259580
477,7014007893,MAMA'S VANILLA SUGAR,3.5 OZ,24,1271780
480,7031212612,SWEETHEART SINGLE CH,.564 O,24,9887831
478,7045311101,LENELL CHOCOLATE CHI,9.5 OZ,12,1287560
478,7045311102,LENELL ALMONETTE,8.25OZ,12,1287570
478,7045311103,M/L REAL COCONUTCOOK,10 OZ,12,1287610
478,7045311104,LENELL PEANUT BUTTER,7.75OZ,12,1287250
478,7045311105,LENELL BUTTERSCOTCH,9 0Z,12,1287300
478,7045311106,LENELL JELLY STARS,8 OZ,12,1287350
478,7045311107,LENELL CHOC CHOC CHI,12 OZ,12,1287400
478,7045311108,M LENELL SWEDISH SUG,10.5OZ,12,1287580
478,7045311109,M/L OATMEAL RAISIN C,10 OZ,12,1287620
478,7045311111,LENELL ICE BOX PINWH,9.5 OZ,12,1287600
478,7045311112,LENELL FAMILY ASSORT,11 OZ,12,1287650
478,7045311113,LENELL FAMILY FAVORI,20 OZ,12,1287700
478,7045311116,MAURICE LENELL TOFFE,10 OZ,12,1287510
477,7045311117,M. LENELL VALENTINE,12 OZ,12,9812250
477,7045311118,LENELL BUNNY COOKIES,12 OZ,12,9812260
478,7045311126,M LENNEL SANTA COOKI,56 OZ,10,9812690
477,7045311128,$M LENELL SHAMROCK C,10 OZ,12,9812530
478,7045311129,M LENNEL XMAS TREE C,11 OZ,12,9812660
478,7045311131,ML XMAS JELLY STAR C,8 OZ,12,9812670
478,7045311132,M LENNEL XMAS ALMONE,8.5 OZ,12,9812680
478,7045311133,LENELL CHOC CHOC CHI,12 OZ,12,1287400
478,7045311134,MAURICE LENELL GOURM,16 OZ,12,1287750
478,7045311135,LENELL CHINESE ALMON,10 OZ,12,1287730
478,7045311147,LENELL DELUXE ASSORT,16 OZ,12,1287780
478,7045311148,M.LENELL MINT CHOC C,12 OZ,12,1287420
478,7045311149,M.LENELL COCONUT MAC,12 OZ,12,1287410
478,7045311150,M/LENELL ASSTD BUCKT,40 OZ,12,9887780
478,7045311151,LENELL CINNAMON CRUN,10.1 O,12,1287260
478,7045311153,MAURICE LENELL DSGNR,18 OZ,12,1287530
478,7045311154,LENELL CRYSTAL PACK,40 OZ,12,9887880
478,7045311155,LENELL 3 LB FAM FAVO,36 OZ,6,1287500
478,7045311156,M L BACK TO SCHL BUC,40 OZ,12,9812240
478,7045311158,M/LENELL ASSTD BUCKT,40 OZ,12,9887780
478,7045311159,ML BACK TO SCHOOL BU,40 OZ,12,9887680
478,7045311160,CUBS BASEBALL COOKIE,40 OZ,12,9887650
478,7045311161,SOX BASEBALL COOKIE,40 OZ,12,9887660
477,7045311163,MAURICE LENELL HLLWN,40 OZ,12,9811960
478,7056910320,BAH LEIBNIZ KEKS LAR,3.5 OZ,24,1264990
478,7056911920,LEIBNIZ LARGE,4.4 OZ,20,1269730
478,7056913950,BAHLSEN DELOBA,3.5 OZ,12,1270110
478,7056917140,BLKBRY CRUMBLIES,4.4 OZ,12,1269970
477,7056920030,BAHLSEN HIT VANILLA,5.3 OZ,5,1269700
478,7056921040,BAHLSEN SWT CHOC WAF,3.5 OZ,12,1256480
478,7056921940,BAHLSEN CHOC WAFER R,3.5 OZ,12,1228810
477,7056921950,CHOC. WAFER ROLLS-MI,3.5 OZ,12,1269720
478,7056926520,BAHLSEN DELICE,3.5 OZ,12,1270100
478,7056927240,BAHLSEN CHOCOLATE ST,4.4 OZ,80,9800300
478,7056927340,BAHLSEN CHOCOLATE ST,4.4 OZ,80,9800300
478,7056929040,BAHLSEN LIEB MILK CH,4.4 OZ,6,1246070
478,7056934660,BAHLSEN HANOVER WAFE,6.2 OZ,15,1265000
478,7056934920,BAHLSEN MARKEN WAFFL,5.3 OZ,12,1270090
477,7056935040,BAHLSEN HIT COCOA,3.5,5,1269710
485,7067000956,$REESE HOLLAND RUSK,4 OZ,24,1259250
479,7147310101,SUN VALLEY DUPLEX CR,32 OZ,12,1289171
479,7147310102,SUN VLY ASST CREMES,32 OZ,12,1289181
479,7147310103,SUN VLY VANILLA CREM,32 OZ,12,1289191
479,7147312928,SUN VALLEY VANILLA W,12 OZ,12,1289151
479,7147313137,HOLIDAY CREME COOKIE,16 OZ,12,9880310
479,7147313545,SUNVALLEY HOL BUTTER,16 OZ,12,9898961
479,7147313561,SUN VALLEY SUGAR WRE,16 OZ,12,9897941
479,7147313562,SUNVALLEY HOL BUTTER,16 OZ,12,9898961
479,7147314014,SUN VLY OLD FASH CHO,18 OZ,18,1289141
479,7147314015,SUN VLY OLD FASH OAT,18 OZ,18,1289211
479,7147314041,SUN VLY ASST OLD FAS,18 OZ,18,1289221
479,7147315914,SUN VALLEY CHOC CHIP,18 OZ,12,1289161
479,7147319345,SANTA'S BAG-CINNAMON,14 OZ,12,9897931
479,7147319361,SANTA'S BAG-SUGAR WR,14 OZ,12,9897941
479,7147319362,SANTA'S BAG-BUTTERY,14 OZ,12,9897951
479,7147349715,BAKELINE SOFTBLEND O,12 OZ,12,1289121
478,7224824045,DESTROOPER PARIS BTT,4.4 OZ,12,1202520
478,7224824065,DESTROOPER BUTTER WA,6.1 OZ,12,1202500
478,7224824066,DESTROOPER ALMD ALMD,6.1 OZ,12,1202510
478,7230454322,STELLA CAROLINE PIZZ,5.5 OZ,24,1281020
478,7232015008,STAUFFERS CHERRY BLO,7 OZ,12,9870030
478,7232015108,STAUFFER'S COOKIES S,7 OZ,12,987018
478,7232015208,STAUFFERS TOASTIES C,7 OZ,12,9870040
478,7232016108,STAUFFERS CHOCOLATE,7 OZ,12,9870050
476,7256004552,FOXES WAFER,1 CT,288,958539
478,7298100501,GOYA ROVIRA VANILLA,18 OZ,12,1298300
478,7299205755,MAUNA LOA COOKIE CHO,7 OZ,12,1280920
478,7299205765,MAUNA LOA COOKIE SHO,7 OZ,12,1280900
478,7299205785,MAUNA LOA CKIE WHT C,7 OZ,12,1280910
478,7334735503,SM SCRE CHS CAKE MOU,4 OZ,12,1256610
485,7341029350,OLD LONDON APPLE SPI,12 OZ,12,1291550
485,7341029351,OLD LONDON CIN SWEET,12 OZ,12,1291530
485,7341029352,OLD LONDON HONEY GRA,12 OZ,12,1291540
478,7351000183,STELLA ONION BREADST,4.5 OZ,35,1281690
478,7351000184,STELLA WHOLE WHEAT B,4.5 OZ,35,1281960
478,7351000192,STELLA D'ORO ANGINET,5 OZ,1,1281060
478,7351000193,STELLA ANISETTE SPON,7 OZ,1,1281100
478,7351000194,STELLA D'ORO ANISETT,6 OZ,1,1281120
478,7351000195,STELLA BREAKFAST TRE,9 OZ,1,1281140
478,7351000196,~STELLA DIET EGG BIS,5 OZ,1,1281180
478,7351000197,~STELLA DORO DIETETI,3 OZ,20,1281160
478,7351000198,STELLA DIET SESAME S,5.5 OZ,35,1281300
478,7351000200,STELLA SUGAR EGG BIS,7 OZ,1,1281280
478,7351000202,STELLA ROYAL NUGGETS,3 OZ,18,1281240
478,7351000228,STELLA MANDEL ALMOND,7 OZ,1,1281370
478,7351000229,~STELLA ANGELICA GOO,10 OZ,1,1281380
478,7351000230,STELLA D'ORO COMO DE,9 OZ,14,1281400
478,7351000231,~STELLA D'ORO EGG JU,7 OZ,1,1281420
477,7351000232,~STELLA D'ORO GOLDEN,10 OZ,1,1281440
478,7351000233,STELLA LOVE COOKIES,8.5 OZ,14,1281460
478,7351000234,STELLA D'ORO PIZZA B,4.5 OZ,35,1281310
478,7351000248,`STELLA DORO FRUIT S,9 OZ,16,9825120
478,7351000249,STELLA D'ORO SWISS F,8 OZ,1,1281510
478,7351000251,STELLA D'ORO CASTELE,10 OZ,21,1281800
478,7351000252,STELLA CHOC CASTELET,10 OZ,21,1281830
478,7351000253,STELLA DORO COCONUT,10 OZ,1,1281450
478,7351000255,STELLA JMBO ANISE,14 OZ,18,1281130
478,7351000258,STELLA CHINESE DESSE,9 0Z,14,1281720
478,7351000259,STELLA DORO MARGHERI,14 OZ,1,1281700
478,7351000260,~STELLA DIET APPLE P,12 OZ,1,1281560
478,7351000261,STELLA DIET COCONUT,9 OZ,12,1281580
478,7351000262,STELLA DIET FIG PAST,12 OZ,12,1281600
478,7351000263,`STELLA DIET PEACH/A,12 OZ,1,1281620
478,7351000264,STELLA DIET PRUNE PA,12 OZ,12,1281640
478,7351000265,STELLA DIET REGINA S,14 OZ,10,1281660
478,7351000266,STELLA LADY STELLA A,15 OZ,12,1281900
478,7351000267,STELLA MARGHERITE WH,14 OZ,1,1281890
478,7351000268,STELLA REGINA SESAME,14 OZ,10,1281880
478,7351000269,~STELLA ROMAN VAN EG,12 OZ,12,1281860
478,7351000270,~STELLA ROMAN BRNDY,12 OZ,12,1281840
478,7351000271,STELLA ROMAN ANISE E,12 OZ,12,1281820
478,7351000272,STELLA DORO PEACH AP,12 OZ,12,128176
478,7351000273,STELLA D'ORO PFEFFER,12 OZ,12,1281780
478,7351000276,STELLA D'ORO ANGEL W,6.5 OZ,12,1281940
478,7351000277,STELLA D'ORO ANGEL B,6.75 O,16,1281470
478,7351000278,STELLA DEEP NIGHT FU,8 OZ,18,1281850
478,7351000279,STELLA D COCONUT MAC,8 OZ,18,9830130
478,7351000281,STELLA DUTCH APPLE B,11 OZ,16,1281810
478,7351000284,STELLA DORO BISCOTTI,10 OZ,16,1281480
478,7351000291,STELLA HOLIDAY TRINK,12 OZ,12,1281870
478,7351000295,STELLA HOSTESS BULK,28 OZ,12,1281910
478,7351000700,~BREAKFAST TREATS SI,12 CT,12,1201100
478,7351000701,~STELLA SWISS FUDGE,12 CT,12,1201120
478,7351000800,FAT FREE GRISSINI BR,4.5 OZ,35,1281570
477,7351000801,STELLA DORO FAT FREE,4.5 OZ,1,1281580
478,7351000802,`APPLE CINNAMON FF,12 OZ,18,1281600
478,7351000803,`STELLA FF PEACH APR,12 OZ,18,1281610
478,7351000804,~NAB FF RASP FRUIT D,12 OZ,12,1281710
477,7351000805,S.D. FAT FREE FRUIT,8.5 OZ,1,1281590
478,7351000828,FAT FREE GRISSINI BR,4.5 OZ,18,1281570
478,7351005500,STELLA DORO BFAST TR,12 CT,1,1201100
478,7351005501,STELLA DORO SWISS FU,12 CT,1,1201120
478,7362149705,HAZELNUT WAFERS,2.25 O,24,1266200
477,7362149712,MANNER LEMON WAFER$,2.25 O,24,1266260
478,7362149735,MANNER SUGARFREE WAF,2.25 O,24,1266250
478,7489600003,~FRNWRT H HLDY SUGAR,10.5OZ,48,9812251
477,7535000365,DELICIOUS POWER RANG,2 OZ,144,9810100
477,7535000375,POWER RANGER SAND CR,10 OZ,48,9810090
477,7535000376,POWER RANGER SAND CR,10 OZ,48,9810090
477,7535000385,APPLE CINNAMON NINJA,11 OZ,12,1287820
477,7535000386,PEANUT BUTTER NINJA,11 OZ,12,1287830
477,7535000387,TMNT HERO COOKIES $,11 OZ,12,1262500
477,7535000455,DELICIOUS SKIPPY PNB,14 OZ,12,1287960
477,7535000460,DELICIOUS SKIPPY/WEL,14 OZ,12,1287900
477,7535000465,CHIQUITA BANANA RAMA,10.25O,12,1288030
477,7535000530,TMNT VILLIANS COOKIE,11 OZ,12,1262520
477,7535001525,$DELICIOUS HEATH TOF,9 OZ,12,1287950
477,7535001530,$DELICIOUS LOL BUTTE,10 OZ,12,1287990
477,7535001840,VANILLA NINJA TURTLE,11 OZ,12,1287800
477,7535001841,CHOCOLATE CHIP NINJA,11 OZ,12,1287810
477,7535001890,DELICIOUS TURTLE BAN,10 OZ,12,9845010
478,7555940454,ROSE TIN BUTTER COOK,1 LB,12,9812970
478,7667710003,F A CHOC CHIP PECAN,7 OZ,12,120600
479,7667710006,FAM AMOS CHOC CHIP W,12 OZ,12,1290121
478,7667710007,F A CHOC CHIP MACDMI,7 OZ,12,120602
479,7667710011,FAMOUS AMOS CHC CHIP,16 OZ,12,1290131
478,7667710013,F A CHOC CHIP NO NUT,7 OZ,12,120601
479,7667710014,FAM AMOS CHOC CHIP S,2 OZ,132,9890101
479,7667710017,FAM AMOS CHOC CHIP C,12 OZ,12,1290101
479,7667710019,FAMOUS AMOS CHOC CHI,18 OZ,12,1290111
479,7667710028,FAM AMOS OATMEAL RAI,12 OZ,12,1290141
477,7667710031,FAMOUS AMOS OATMEAL,16 OZ,12,1290140
479,7667731001,~SNOOPY CINN. COOKIE,10 OZ,12,1289291
479,7667731011,SNOOPY CHOCOLATE COO,10 OZ,12,1289311
477,7667740632,FAMOUS AMOS CHOC CRE,20 OZ,12,1290170
477,7667740672,FAMOUS AMOS VANILLA,20 OZ,12,1290190
477,7667740692,~OATMEAL MACAROON SN,20 OZ,1,1290150
477,7667750010,~FAMOUS AMOS FIG BAR,16 OZ,1,1290280
477,7667750020,FAMOUS AMOS F/F FIG,12 OZ,12,1290240
477,7667750030,~FAMOUS AMOS FF APPL,12 OZ,12,1290250
477,7667750040,FAMOUS AMOS FF STRAW,12 OZ,12,1290260
477,7667760010,FAMOUS AMOS FF CHOC,7 OZ,1,1290270
477,7667760011,FAT FREE BROWNIE SIN,1.4 OZ,1,1290210
479,7723100563,FUSE ASST AMERICAN,EACH,1,7204981
479,7750000204,FRSH N' GOOD LEMON C,14 OZ,12,1290281
479,7750000207,FRSH N GOOD P-NUT BT,14 OZ,12,1290321
479,7750030459,FRSH N' GOOD VANILLA,14 OZ,12,1290221
479,7750030460,FRSH N' GOOD CHOCOLA,14 OZ,12,1290261
479,7750030461,FRSH N' GOOD DUPLEX,14 OZ,12,1290241
479,7750030462,FRSH N' GOOD BUTTER,12 OZ,12,1290081
479,7750030573,FRSH N' GOOD ASSORTE,14 OZ,12,1290341
477,7817000010,GREENFIELDS FF BROWN,7 OZ,12,1214960
477,7817000011,GREENFIELD LOW FAT B,6.6 OZ,12,1215040
477,7898551200,DANSK COOKIES DISNEY,14 OZ,12,9812910
478,7898556731,BUTTER CHOCOLATE CKI,14 OZ,6,9812980
478,7905252000,ELSINORE BUTTER COOK,1 LB,12,9812960
479,7974600016,MATTS CHOC CHIP COOK,16 OZ,12,1290001
479,7974600017,MATTS OTML RAISIN CK,1 LB,12,1290011
479,7974600019,MATTS PEANUT BUTTER,16 OZ,12,1290021
479,7974600101,$MATTS FIG BAR,16 OZ,12,1290031
479,7974600201,MATT'S SUPER CREME C,16 OZ,12,1290051
479,7978348785,ZOO ANIMAL CRACKERS,9CT,12,1229591
478,8190000001,KOALA YUMMIES CHOCOL,2.3 OZ,10,1270080
478,8190000003,KOALA YMMIES BTE SZ,2.3 OZ,10,1270160
477,8190000006,~KOALA YUMMIES VANIL,2.3,10,1270100
478,8190000007,KOALA YUMMIES STRAWB,2.3 OZ,10,1270090
478,8190000107,KOALA YUMMIES VARIET,6.9 OZ,54,9845020
478,8190080004,KOALA YUMMIES CHOCOL,4.2 OZ,12,1270170
479,8201191083,MURRAY PEANUT BUTTER,16 OZ,12,1290321
479,8201191084,MURRAY ASSORTED CREA,16 OZ,12,1290341
479,8201191085,MURRAY DUPLEX CREME,16 OZ,12,1290241
479,8201191086,MURRAY VANILLA CREME,16 OZ,12,1290221
479,8201191087,MURRAY CHOC CREMES,16 OZ,12,1290261
479,8201191088,MURRAY LEMON CREME,16 OZ,12,1290281
479,8201191102,MURRAY CHOC CHIP,12 OZ,12,1290071
479,8201191109,MURRAY BUTTER COOKIE,12 OZ,12,1290081
479,8201191113,MURRAY DUTCH WINDMIL,12 OZ,12,1290311
479,8201191123,MURRAY BANANA CREMES,16 OZ,12,1290251
479,8201191124,MURRAY STRAW CREMES,16 OZ,12,129027
479,8201191231,MURRAY VANILLA CREME,16 OZ,12,1290221
477,8201191251,MURRAY SF VANILLA CR,6.5 OZ,1,1290440
477,8201191252,MURRAY SUGAR FREE LE,6.5 OZ,1,1290450
477,8201191257,MURRAY SUGAR FREE SH,6.5 OZ,1,1290460
477,8201191330,MURRAY SUGAR FREE VA,5.5 OZ,1,1290350
477,8201191331,MURRAY SF PEANUT BUT,6 OZ,1,1290360
477,8201191332,MURRAY SUGAR FREE OA,6.75OZ,1,1290370
477,8201191333,MURRAY SUGAR FREE GI,5.5 OZ,1,1290340
477,8201191714,MURRAY SF LEMON WAFE,5.5 OZ,1,1290430
477,8201191718,MURRAY S F VANILLA W,5.5 OZ,1,1290380
477,8201191719,MURRAY SF STRAWBERRY,5.5 OZ,1,1290390
479,8302512001,ASSORTED COOKIE TINS,12 OZ,12,9898071
479,8302512008,ASSORTED COOKIE TINS,12 OZ,12,9898071
479,8302526001,CURRIER & IVES EARLY,26 OZ,12,9898081
478,9073900100,HOLIDAY DECORATING K,9 OZ,1,9812520
479,9881330101,HOMERS COOKIE SHIPPE,3.5 OZ,135,9890801
479,9881330102,HOMERS COOKIES,10 OZ,12,1290381
478,73031300103,OBIP FF FRENCH VANIL,16 OZ,6,1253090
478,73372610206,BISCOTTI DK CHOC DEC,8 OZ,12,1255230
477,73375700008,A. FARMS DEVIL'S FOO,7 OZ,12,1214950
477,73375700009,A. FARMS CHERRY CHOC,7 OZ,12,1214940
477,73956533144,JURASSIC PARK DINOSA,2 OZ,144,9812700
477,73956588888,FLINTSTONES COOKIE S,2 OZ,144,9808970
477,76672710658,CAPE COD FF CRANBERR,8 OZ,12,1259220
477,76672750557,CAPE COD CRANBERRY C,8 OZ,12,1259200
