COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
478,1410007012,P FARM RF FDG DIPPED,7 OZ,1,1282020
478,1410007016,PEP FRM CHERRY COBBL,9 OZ,1,1282370
478,1410007056,~PF,5.3 OZ,24,1282670
480,1410007070,PEP FARM KID'S PACK,1.75 O,54,9880510
478,1410007174,PPF PERSONAL FAVORIT,5 OZ,1,1282120
478,1410007188,PPF DESSERT FAVORITE,9.25OZ,1,1282130
478,1410007219,$PEPP FARM CAFE' FAV,8.25OZ,1,1282490
478,1410007223,PF GOLDFISH COOKIES,24/10O,1,1282640
478,1410007233,PPF PARTY FAVORITES,13.25O,1,1282170
478,1410007234,PF GOLDFISH COOKIES,24/10O,1,1282620
478,1410007297,PPF FAM REQ CHOCOLAT,10 OZ,1,1282240
478,1410007402,P FARM SOUTHPORT ASS,9.75 O,1,1282020
478,1410007403,MILANO SINGLE SERVE,.5 OZ,1,9811590
478,1410007404,CHOCOLATE CHANTILLY,7.25 O,1,1282230
478,1410007405,P FARM CHAMPAGNE ASS,7.75OZ,1,1282080
478,1410007406,P FARM PIROUETTE,5.5 OZ,1,1282120
478,1410007407,CHESSMAN SINGLE SERV,.75 OZ,1,9811600
478,1410007408,P FARM CHOCOLATE PIR,5.5 OZ,1,1282140
478,1410007410,$PEPP FARM BORDEAUX,6.75 O,1,1282530
478,1410007411,PEPPERIDGE FARM LIDO,7 OZ,1,1282360
478,1410007412,P FARM MILANO PP,6 OZ,1,1282220
480,1410007413,CAMPBELLS SOUP OYSTE,8.5 OZ,1,9852080
478,1410007414,P FARM TAHITI,6.25OZ,1,1282260
478,1410007415,P FARM NASSAU,6.5 OZ,1,1282280
478,1410007416,PEPPERIDGE FARM CAPR,6.5 OZ,1,1282350
478,1410007419,P FARM GENEVA COOKIE,5.5 OZ,1,1289250
478,1410007420,$PEPP FARM BRUSSEL M,6.25OZ,1,1282460
478,1410007421,P F CHOC CHUNK PECAN,6.5 OZ,1,1282530
478,1410007422,PF MEDAILLIN AU BEUR,4.6 OZ,22,1282830
478,1410007424,P FARM CAPPUCINO COO,6 OZ,1,1282940
478,1410007429,P FARM HAZELNUT,8 OZ,1,1282670
477,1410007430,P. FARM AQUARIUM PAC,2 OZ,1,9808960
478,1410007431,$PEPP FARM CHOCOLATE,5 OZ,1,1282470
478,1410007433,P FARM O/F OATMEAL R,6 OZ,1,1282640
478,1410007434,~P FARM O/F LEM NUT,5.5 OZ,1,1282660
478,1410007435,P FARM ORANGE MILANO,7 OZ,1,1282180
478,1410007436,$PF O/F BRN CHO NUT,5.5 OZ,1,1282620
478,1410007438,P FARM O/F SUGAR COO,5.25OZ,1,1282740
478,1410007440,P F MLK CHOC MACADAM,6.5 OZ,1,1282550
478,1410007441,P FARM FUDGE STRIPE,7 OZ,1,1282230
478,1410007443,P FARM O/F IRISH OAT,5 OZ,1,1282780
478,1410007444,P FARM OLD FASH SHOR,5.5 OZ,1,1282700
478,1410007445,P FARM O/F GINGERMAN,5 OZ,1,1282650
478,1410007446,P FARM O/F MOLASSES,5.75 O,1,1282150
480,1410007448,CHEDDAR GOLDFISH SNK,.5 OZ,1,9811620
478,1410007457,SELECTION DE CHOIX P,7.1 OZ,12,1283210
478,1410007462,P FARM APRICOT RASP,6.75 O,1,1282100
478,1410007464,P FARM STRAWBERRY CO,6.75 O,1,1282110
478,1410007471,P. FARM MONTE CARLO,16.75O,24,9882990
478,1410007472,P FARM DOUBLE CHOC M,7.5 OZ,1,1282190
478,1410007478,PEPPRDGE FRM ZURICH,7.25 O,1,1282130
478,1410007481,~P FARM CARM PEC SOF,9 OZ,1,1282680
478,1410007482,PEP FARM OATMEAL RAI,9 OZ,1,1282750
478,1410007505,PECAN SHORTBREAD,5.5 OZ,1,1282290
478,1410007506,CHOCOLATE TOFFEE CHI,5.5 OZ,1,1282300
478,1410007514,PPF FAM REQ OATMEAL,11.5OZ,1,1282250
478,1410007515,CARROT WALNUT,6.25OZ,1,1282990
478,1410007516,WALNUT DATE,6.25OZ,1,1282960
478,1410007517,CRANBERRY HONEY,6.25OZ,1,1282970
478,1410007518,OATMEAL RAISIN,6.25OZ,1,1282950
479,1410007522,P FARM TAHOE AMER CO,7.25 O,1,1282610
478,1410007523,PPF FAM REQ CINN SUG,10 OZ,1,1282260
478,1410007524,PPF FAM REQ PEANUT B,10.25O,1,1282270
479,1410007537,`P FARM CHARLESTON A,7.25 O,1,1282510
478,1410007549,P FARM RF BROWNIE NU,7 OZ,1,1282240
478,1410007560,APPLE OATMEAL TART,6.75 O,1,1283010
478,1410007561,PEP FRM RASPBERRY TA,6.75 O,1,1283000
478,1410007567,P FARM MILK CHOC MIL,6.25OZ,1,1292260
478,1410007580,PEP FRM PEACH TART P,6.25OZ,1,1282380
478,1410007583,PF GOLDFISH COOKIES,24/10,1,1282600
478,1410007596,PF ESPRIT BLANC,5.3 OZ,24,1282790
478,1410007619,SAUSALITO SINGLE SER,.5 OZ,1,9811570
478,1410007634,PEP FRM CHC DIP BORD,6.75 O,1,1282350
478,1410007649,CHESAPEAKE SINGLE SE,.5 OZ,1,9811580
480,1410007664,P FARM HALLOWEEN GOL,5 OZ,1,9813050
478,1410007665,PPF CHOCOLATE CHUNK,9.25OZ,1,1282630
478,1410007666,P. FARM PARIS COOKIE,8.5 OZ,1,1282090
478,1410007667,PEP FRM SOFT M/CHC M,9.25OZ,1,1282680
478,1410007668,$PF CHOC CHOC WALNUT,9.25OZ,1,1282450
478,1410007669,P FARM SEVILLE ASSTM,9.25 O,1,1282060
478,1410007686,MINT MILANO SNGL SER,.75 OZ,1,9811610
478,1410007687,CHOCOLATE CHIP SINGL,.75 OZ,1,9811560
478,1410007695,PF DELICE AU CHOCOLA,5.3 OZ,24,1283170
478,1410007696,NANTUCKET SINGLE SER,.5 OZ,1,9811550
478,1410007706,PF AMER COL BEACON H,6 OZ,1,128256
478,1410007708,PF AMER COL CHESAPEA,6 OZ,1,1282570
478,1410007712,PF AMER COL SAUSALIT,6 OZ,1,1282580
478,1410007713,PF AMER COL NANTUCKE,6 OZ,1,1282590
478,1410007729,$PF AMER COL SANTE F,6 OZ,1,1282440
485,1410007742,P.F. NUTTY DEL. GOLD,9.25 O,1,1283200
478,1410007765,PF HIGHLAND SHORTBRE,7.1 OZ,20,1283190
478,1410007773,P FARM FF CHOC FUDGE,6.4 OZ,1,1282120
478,1410007774,ICED FF OATMEAL RAIS,6.4 OZ,1,1282680
478,1410007775,RASPBERRY CHANTILLY,6.25OZ,1,1282670
478,1410007798,DAKOTA AMERICAN COLL,6.5 OZ,1,1282520
478,1410007825,CHEYENNE AMERICAN CO,6.5 OZ,1,1282510
478,1410007863,PEPPERIDGE FARM LINZ,8 OZ,1,1282390
478,1410007864,PEPPERDG FRM CHANTIL,7.5 OZ,1,1282400
478,1410007906,P FARM DATE PECAN,5.75 O,1,1282910
478,1410007907,P FARM RAISIN BRAN,5.5 OZ,1,1282920
478,1410007946,P FARM BRUSSELS COOK,5.25OZ,1,1282330
478,1410007947,P FARM MINT MILANO P,7 OZ,1,1282200
478,1410007952,P FARM BUTTER CHESSM,7.25 O,1,1282320
478,1410007959,P FARM ORLEANS (SUMM,5.25 O,1,1282250
478,1410007991,CHOCOLATE CHANTILLY,6.9 OZ,1,1282620
478,1410007992,PEP FARM R/F VANILLA,6.9OZ,1,1282640
477,1470001022,SALERNO CIRCUS ANIMA,11 OZ,12,1272890
477,1470001080,SALERNO BONNIE SHORT,9 OZ,12,1270350
477,1470001100,SALERNO BUTTER COOKI,8 OZ,12,1270450
477,1470001110,SALERNO BUTTER COOKI,16 OZ,12,1270550
477,1470001123,BUTTER COOKIE ANGEL,12 OZ,12,1270400
477,1470001130,SALERNO CHOCOLATE CH,7 OZ,12,1270600
477,1470001133,BUTTER COOKIE CHOCO,12 OZ,12,1270410
477,1470001140,RF BUTTER COOKIES,8 OZ,12,1270720
477,1470001143,SALERNO L'IL CHIPS,10 OZ,12,1272910
477,1470001153,SALERNO CHOC CROWNS,10 OZ,12,1270700
477,1470001163,SALERNO MINI BUTTER,10 OZ,12,1270430
477,1470001170,SALERNO COCONUT BARS,8.5 OZ,12,1270950
477,1470001183,SALERNO COCONUT CRIS,10.5OZ,12,1271100
477,1470001263,SALERNO MINI BUTTER,10 OZ,12,1270420
477,1470001273,SALERNO MINI BUTTER,10 OZ,12,1270440
477,1470001813,SALERNO FUDGE SUNDAE,10 OZ,12,1271650
477,1470002053,SALERNO CHOC GRAHAMS,16 OZ,12,1270740
477,1470002103,SALERNO ICED OATMEAL,11.5OZ,12,1271750
477,1470002173,~SALERNO CARMEL PATT,9 OZ,12,1271860
477,1470002183,SALERNO MINT CREAM P,10 OZ,12,1271850
477,1470002193,SALERNO MINT CREAM P,10 OZ,12,1271850
477,1470002213,SALERNO GOLDEN ROUND,16 OZ,12,1272950
477,1470002783,SALERNO ROYAL GRAHAM,16 OZ,12,1272030
477,1470002813,SAL BITE SIZEMULTI-G,11.5OZ,12,1272230
477,1470002833,MINI DINOSAUR ORIGIN,10 OZ,12,1271960
477,1470002843,SAL MINI CHOCOLATE D,10 OZ,12,1271910
477,1470002853,SAL MINI CINNAMON DI,10 OZ,12,1271980
477,1470002867,SALERNO DINOSAUR GRR,13 OZ,12,1273550
478,1470002869,BURRY EUPHRATES,8.82 O,12,1273890
478,1470002870,BURRY MILK LUNCH,11.46O,12,123390
477,1470002893,MINI DINOSAUR VARIET,7.5 OZ,12,1273560
477,1470002983,SALERNO ASST SUGAR W,10 OZ,12,1273400
477,1470002993,SALERNO ASST SUGAR W,10 OZ,12,1273400
477,1470002994,SALERNO S/F VAN CRM,9 0Z,12,1270660
477,1470002995,SALERNO S/F CHOC CRM,9 0Z,12,1270680
477,1470003053,SALERNO WINDMILL COO,11.5OZ,12,1272900
477,1470004373,SALERNO DEVILS FOOD,8 OZ,12,1273720
477,1470004413,SALERNO VANNILA CREM,12 OZ,12,1272920
477,1470004423,SALERNO CHOCOLATE CR,12 OZ,12,1272930
477,1470004433,~SALERNO OATMEAL PNT,12 OZ,12,1272940
477,1470004513,OATMEAL RAISIN RING,9 OZ,12,1271710
477,1470004523,SUGAR RINGS,9 OZ,12,1271730
477,1470004533,LEMON RING,9 OZ,12,1271700
477,1470004543,COCO CHIP RING,9 OZ,12,1271720
477,1470004723,SALERNO PEANUT BUTTE,9 OZ,12,1271610
477,1470004733,SALERNO PEANUT BUTTE,10 OZ,12,1271610
477,1470005173,WWF SUPERSTAR COOKIE,10 OZ,12,1273570
477,1470005373,SALERNO GINGER SNAPS,16 OZ,12,1271660
477,1470005553,SALERNO  ANIMAL  CRA,11 OZ,12,1272880
477,1470005563,SALERNO VANLLA WAFER,12 OZ,12,1272870
477,1470006023,GINGERBREAD COOKIES,13 OZ,12,9840050
477,1470006033,SLRNO MINI BTR HOLID,8 OZ,12,9840270
477,1470006043,`SANTS BAKESHOP,13 OZ,12,9840060
477,1470006203,SUPER MARIO BROS. II,10 OZ,12,1273580
477,1470006684,SALERNO FF FIG BARS,12 OZ,12,1272400
477,1470006685,SALERNO FF RASPBERRY,12 OZ,12,1272410
477,1470006686,SALERNO FF FRUIT BAR,12 OZ,12,1272420
477,1470006823,~SALERNO ROYAL BTR C,10 OZ,12,1272050
477,1470006833,SALERNO ROYAL STRIPE,11.5OZ,12,1272060
477,1470006843,SALERNO ROYAL STRIPE,16 OZ,12,1272180
477,1470007333,OATMEAL SCOOTER,12 OZ,12,1271940
477,1470007343,ORGINAL SCOOTER PIE,9.5 OZ,12,1271930
477,1470007350,SALERNO SCOOTER PIE,12 OZ,12,1272080
477,1470007360,SALERNO ROYAL CRISPY,9 OZ,12,1272070
477,1470007363,FUDGETOWN CREME,12.5 O,12,1271270
477,1470007373,GAUCHO CREMES,12.5 O,12,1271280
477,1470007543,SALERNO ROYAL GRAHAM,12 OZ,12,1272000
478,1560000320,LU CHOCOLATIERS,6.7 OZ,12,1273500
478,1560000510,LU DIPPED CHOCLATIER,5.29OZ,12,1273520
478,1560000810,LU PETITE-BEURRE,7.05 O,12,1273840
478,1560000840,BURRY CROKINE CRISP,3.53 O,12,1273940
478,1560000850,BURRY-LU PIMS CHOC,5.29OZ,12,1274020
478,1560001140,`LU MARIE LU,10 OZ,12,1273850
478,1560001250,LU SCHOOLBOY DRK,5.29OZ,12,1272010
478,1560001285,MARIE LU FUDGE,6.5 OZ,12,1271270
478,1560001286,MARIE LU WHOLEWHEAT,10 OZ,12,1273780
478,1560001610,LU BUTTER TWIST,5.29 O,12,1273990
478,1560001670,LU MILK LUNCH,12.5OZ,12,1233900
478,1560002322,LU LE PATISSIRE,4.4 OZ,12,1273800
478,1560008353,LU CREME WAFER,3.52 O,12,1271250
478,1560008358,LU SCHOOLBOY MILK,5.29OZ,12,1272020
478,1560008359,LU PECAN DELLE,5.29 O,12,1274030
477,1560008361,LU JAVA CHOCOLATIERS,4.4 OZ,12,1273810
478,1560008362,LU SPICE CRISPS,7.05 O,12,1273790
478,1560008363,MINI MARIE LU,10 OZ,12,1271260
478,1560008370,$LU PIMS RASPBERRY,5.29OZ,12,1273530
478,1560008372,LU LETRUFFE-PRALINE,3.5 OZ,12,1273510
478,1560008973,SAL LU CHIPS CHOC,7.03 O,12,1273790
478,1899600005,CADBURY MKCHOC COV F,5.29 O,12,1200330
478,1899600006,CADBURY DKCHOC COV F,5.29OZ,12,1200420
478,2055202211,GAMESA CREAMY SNDWCH,35 OZ,6,1298080
485,2100000108,HANDI SNACK COOKIE J,5 EA,12,1214231
485,2100061077,~KRFT HNDI SNK COOKI,8 CT,12,1214241
478,2169802283,PARCO VICT HORSE COO,22 OZ,24,9812950
478,2230668385,TURANO MATILDES AMAR,7 OZ,1,1201730
478,2230668386,TURANO MATILDES CHMP,7 OZ,1,1201740
478,2230668387,TURANO MATILDES PUFF,7 OZ,1,1201750
478,2230668390,TURANO MATILDES PUFF,7 OZ,1,1201760
480,2410012194,HIHO BUTTER FLAVOR,8 OZ,12,1292850
477,2410012274,SUNSHINE CHEEZ-IT,24 OZ,12,1292830
480,2410012894,HI HO MULTI GRAIN,8 OZ,12,1292820
477,2410020090,KEEBLER ALL AMER ANI,8.5 OZ,12,1292690
477,2410020108,SUNSHINE SCHOOL HOUS,8 OZ,12,1293130
477,2410021136,KEEBLR A AMER BUTTER,8.5 OZ,12,1292700
477,2410021171,SUNSHINE MINI FUDGE,8 OZ,12,1293220
477,2410021301,GOLDEN FRUIT CRANBER,8 OZ,12,1202420
479,2410024090,SUNSHINE CHOC-COOKIE,8 OZ,12,1293031
477,2410024112,MINI CHOCOLATE CHIP-,12 OZ,12,1293270
477,2410024115,SUNSHINE CHIP-A-ROOS,17.5 O,12,1293230
477,2410024124,CHIP-A-ROOS SINGLE S,1.7 OZ,48,1259650
477,2410024190,KEEBLER AMER MINI CH,8.5 OZ,12,1292710
479,2410024416,SUNSHINE CHIP-O-LOTO,16 OZ,12,1293040
477,2410024516,SNSHN OATMEAL CHOC C,16 OZ,12,1293210
478,2410024901,SALERNO CHOC CHOC CH,8 OZ,12,1271800
478,2410024902,SALERNO CHOC CHIP W/,8 OZ,12,1271760
478,2410024903,SALERNO PREMIER CHOC,8 OZ,12,1271740
478,2410024904,CHOC CHP SHRTBREAD W,8 OZ,12,1271810
477,2410025094,SUNSHINE VANILLA WAF,11 OZ,12,1292960
479,2410025376,S.S. GRAHAM CRUMB SH,13.5 O,48,9890861
477,2410025627,SUNSHINE COUNTRY STY,16 OZ,12,1293240
477,2410025812,SUNSHINE LEMON COOLE,12 OZ,12,1293280
477,2410025890,KLBR ALL AMNR LMN CO,8.5 OZ,12,1292730
477,2410026101,SUPER MARIO CINNAMON,12 OZ,12,1293170
477,2410026203,SUPER MARIO CHOCOLAT,12 OZ,12,1293160
477,2410026301,SUPER MARIO HONEY CO,12 OZ,12,1293150
477,2410026708,SUNSHINE GRAHAMY BEA,8 OZ,12,1292730
477,2410035261,SUNSHINE MALLOWPUFFS,9 OZ,12,9812190
477,2410036428,SUNSHINE SPRINKLES,9 OZ,12,9812200
477,2410044301,~HYDROX R/F,11.25,12,1202400
477,2410044304,KEEBLER HYDROX REDUC,16 OZ,12,1292840
477,2410044311,HYDROX SINGLE SERVE,2.12 O,48,1259630
477,2410044388,KEEBLER HYDROX COOKI,16 OZ,12,1292830
477,2410044390,HYDROX TRAIL PACK,11.2 O,12,9840710
477,2410044391,~SUNSHINE HYDROX SND,20 OZ,12,1292990
477,2410044602,VIENNA FINGER REDUCE,12 OZ,12,1202410
477,2410044604,VIENNA FINGERS REDUC,16 OZ,12,1202400
477,2410044801,SUNSHINE FDG FMLY BE,16 OZ,12,1292930
479,2410044901,SUNSHINE FDG FAM BEA,16 OZ,12,1293080
477,2410045001,SUNSHINE FDG FAM BRS,16 OZ,12,1292920
477,2410046216,~REDUCED FAT CHOC VI,12,12,1293010
477,2410046316,SUNSHINE BAVARIAN FI,16 OZ,12,1293090
477,2410046424,VIENNA FINGER SINGLE,2 OZ,48,1259640
477,2410046441,S. VIENNA FINGER TRA,12 OZ,12,9840140
477,2410046445,SUNSHINE VIENNA FING,16 OZ,12,1293010
477,2410046450,SUN VIENNA FINGERS,20 OZ,12,1293020
477,2410064226,SUNSHINE ASST SUGAR,12 OZ,12,1273450
477,2410064288,KLBR SUGAR WAFERS-VA,12.OZ,12,1292810
477,2410064413,KLBR SUGAR WAFRS PEA,11.0OZ,12,1292800
477,2410064501,~OH BERRY FF SUGAR W,6 OZ,12,1273480
477,2410064601,~R/F OH BERRY RASPBE,6.5 OZ,12,1273490
477,2410071745,SUNSHINE STRIPED SHO,11.5OZ,12,1292950
477,2410071801,SUNSHINE ENROBED GRA,12.5OZ,12,1292940
477,2430003181,SUNBELT APPLE BAR,10 OZ,16,21120
477,2430004117,LITTLE DEB. DTCH APP,13 OZ,16,21130
477,2430004166,BANANA MARSHMALLOW P,11 OZ,16,21340
479,2455901025,BUTTER BABIES-BUTTER,12 OZ,12,1290401
477,2455901026,BUTTER BABIES CHOCOL,12 OZ,12,1290320
477,2455901027,BUTTER BABIES PECAN,12 OZ,12,1290310
478,2528900005,ADIN LEMON CREAM WAF,7 OZ,24,1201570
478,2528900006,ADIN VANILLA CREAM W,7 OZ,24,1201560
478,2528900007,ADIN CHOC CREAM WAFE,7 OZ,24,1201550
478,2550080107,FOLGERS DECAF 39OZ,39 OZ,8,2206571
478,2750001005,CINNAMON SNAP BAG$,15 OZ,1,1280910
478,2750001006,LEMON SNAP BAG$,15 OZ,1,1280920
478,2750001009,ARCHWAY FROSTY LEMON,9.5 OZ,1,1280040
477,2750001074,ARCHWAY PARTY TREATS,10 OZ,1,9813150
477,2750001077,CHERRY NOUGAT,11 OZ,1,9813190
477,2750001078,ARCHWAY NUTTY NOUGAT,11 OZ,1,9813350
477,2750001082,ARCHWAY WEDDING CAKE,11 OZ,1,9813290
478,2750001170,ARCHWAY RSN OTMEAL B,15 OZ,1,1280890
478,2750001317,ARCHWAY MOLASSES COO,9 OZ,1,1280000
478,2750001318,$ARCHWAY SUGAR COOKI,9 OZ,1,1280600
478,2750001337,ARCHWAY COCONUT BARS,10 OZ,1,1280290
478,2750001339,ARCHWAY CINNAMOM APP,11 OZ,1,1280020
478,2750002010,ARCHWAY APPLE FILLED,10.5OZ,1,1280140
478,2750002039,ARCHWAY CHOC CHIP IC,10 OZ,1,1280200
478,2750002040,ARCHWAY PECAN ICE BO,10 OZ,1,1280180
477,2750002054,ARCHWAY CASHEW NOUGA,11 OZ,1,9813370
478,2750002063,$ARCH FRUIT N HONEY,11 OZ,1,1280540
478,2750002066,ARCHWAY LEMON DROP C,10 OZ,1,1280260
478,2750002067,SUGAR ROUND COOKIES,10 OZ,1,1280110
478,2750002072,PEANUT JUMBLE,10 OZ,1,1280130
478,2750002073,ARCHWAY CHOCOLATE CH,11 OZ,1,1280560
478,2750002077,ARCHWAY MOLASSES SP,16 OZ,1,1280700
478,2750002080,`ARCHWAY CHOC CHIP S,16 OZ,1,1280710
478,2750002083,RUTH OATMEAL,16 OZ,1,1280750
478,2750002084,ARCHWAY CINN APPLE S,16 OZ,1,1280720
478,2750002086,~ARCHWAY PEANUT BTR,10 OZ,1,1280340
477,2750002123,ARCHWAY ICED GINGERB,8 OZ,1,9813120
477,2750002124,ARCHWAY ALMOND CRESC,7.5 OZ,1,9813090
477,2750002133,ARCHWAY CRANBERRY NU,11 OZ,1,9813280
478,2750002139,ARCHWAY OLD FASHION,10.75O,1,1280010
477,2750003061,ARCHWAY BELLS & STAR,10 OZ,1,9812820
478,2750003135,ARCHWAY GRMT OATMEAL,12 OZ,1,1280500
478,2750004005,ARCHWAY SOFT SUGAR,11 OZ,1,128024
478,2750004007,ARCHWAY LEMON DROP C,10 OZ,1,1280260
478,2750004015,ARCHWAY OLD FASH OAT,9.5 OZ,1,1280320
478,2750004016,ARCHWAY CHOC CHIP RO,9 OZ,1,1280560
478,2750004033,ARCHWAY APPLE N RAIS,9 OZ,1,1280420
478,2750004040,ARCHWAY STARS & BELL,10 OZ,1,9812430
478,2750004042,ARCHWAY CHERRY CHIP,9 0Z,1,9812450
478,2750004050,ARCHWAY RUTHS OATMEA,9 OZ,1,1280520
478,2750004051,ARCHWAY FRUIT/HONEY,11 OZ,1,1280540
478,2750004058,ARCHWAY WEDDING CAKE,9 0Z,1,9812470
478,2750004060,RUTHS SUPREMES,9 OZ,1,1280500
478,2750004073,ARCHWAY FUDGE/NUT CO,9.5 OZ,1,1280280
477,2750004075,ARCHWAY HOLIDAY PAK,11 OZ,1,9813380
478,2750004076,ARCHWAY GNGR SNAP BA,16 OZ,1,1280860
478,2750004077,ARCHWAY CHOC CHIP BA,15 OZ,1,1280880
478,2750004084,ARCHWAY CHOC CHIP &,12 OZ,1,1280410
478,2750004085,ARCHWAY FRUIT & NUT,11 OZ,1,9812400
478,2750004086,$ARCHWAY COCONUT MAC,11.5OZ,1,1280640
478,2750004098,~ARCHWAY OATMEAL & R,13.5OZ,1,1280740
478,2750004099,ARCHWAY CHOC CHIP &,15 OZ,1,1280760
478,2750004101,ARCH CHERRY MACAROON,11.5OZ,1,1280300
478,2750004104,ARCHWAY HOLIDAY PAK,9.5 OZ,1,9812440
478,2750004170,ARCHWAY SELECT ASST.,15 OZ,1,128090
478,2750004171,ARCHWAY OATMEAL RAIS,11 OZ,1,1280310
478,2750004177,ARCHWAY OLD FSHN OAT,14 OZ,1,1280700
478,2750004178,ARCHWAY FROSTY LEMON,16.75O,1,1280710
478,2750004180,ARCHWAY CHOCOLATE CH,13.5OZ,1,1280730
478,2750004183,ARCHWAY PEANUT NOUGA,9 0Z,1,9812380
478,2750004184,ARCHWAY SHAMROCK COO,10 OZ,1,9812270
478,2750004191,ARCHWY OTML APLE BRA,9.5 OZ,1,1280330
478,2750004202,ARCHWAY MOLASSES FAM,15 OZ,1,1280770
478,2750004203,ARCHWAY WINDMILL COO,12.5OZ,1,1280850
478,2750004205,ARCHWAY VARIETY PACK,14 OZ,1,128078
478,2750004207,ARCHWAY MALTED NOUGA,9 OZ,1,9812540
478,2750004208,$ARCHWAY VANILLA WAF,15 OZ,1,1280870
478,2750004209,ARCHWAY HOLIDAY SUGA,9 OZ,1,981248
478,2750004210,FROSTED WREATH COOKI,9 0Z,1,9812490
478,2750004213,$ARCHWAY ICED OATMEA,9.5 OZ,1,1280620
478,2750004214,ARCHWAY ICED OATMEAL,14.5 O,1,1280610
478,2750004216,ARCHWAY OATMEAL PECA,9.5 OZ,1,1280370
478,2750004217,ARCHWY WHL WHT OATME,9.5 OZ,1,1280380
478,2750004218,ARCHWAY OATMEAL CRNC,9.5 OZ,1,1280360
478,2750004219,$ARCHWAY FUDGE & NUT,14 OZ,1,1280670
478,2750004220,ARCHWAY HOLIDAY OATM,16 OZ,1,9812500
478,2750004221,ARCHWAY HLDAY BROWNI,16 OZ,1,9812570
478,2750004223,ARCHWAY F/F GRANOLA,11 OZ,1,1280430
478,2750004224,ARCHWAY F/F OATMEAL,11 OZ,1,1280440
478,2750004225,ARCHWAY F/F FRUIT BA,10.5OZ,1,1280450
478,2750004226,ARCHWAY F/F LEMON NU,11 OZ,1,1280460
478,2750004227,ARCHWAY F/F CINN HON,11 OZ,1,1280470
478,2750004233,ARCHWAY OATMEALRASPB,11 OZ,1,1280400
478,2750004234,ARCHWAY ICED BROWNIE,12.5OZ,1,1280350
478,2750004236,$ARCH AUNT BEA'S POU,11 OZ,1,1280630
478,2750004238,ARCHWAY FATFREE OATM,11 OZ,1,1280490
478,2750004239,ARCHWAY ICED BROWNIE,10 OZ,1,1280350
478,2750006008,ARCHWAY FROSTY LEMON,16.75O,1,1280580
478,2750007063,ARCHWAY PFEFFERNUSSE,10 OZ,1,9812460
478,2750007120,ARCHWAY TREES,10 OZ,1,9812420
478,2750007134,ARCHWAY OATMEAL CRNC,9.5 OZ,1,128036
478,2750007136,ARCHWAY MOLASSES COO,11 OZ,1,1280000
478,2750007200,EASTER CHICKS,9 OZ,1,1298700
478,2750007201,EASTER BUNNIES,9 OZ,1,1298720
478,2750007202,EASTER EGGS,9 OZ,1,1298710
478,2750007229,ARCHWAY PECAN CRUNCH,16 OZ,1,1280930
478,2750007292,"""BE MY VALENTINE"" CO",9 OZ,1,9812280
478,2750007321,ARCHWAY EASTER TREAT,9 OZ,1,9812310
478,2750007322,"ARCHWY ESTR BNNY,EGG",9 OZ,1,9812320
478,2750007323,ARCHWAY CHOC EASTER,9 OZ,1,9812480
478,2750009040,$ARCHWAY RUTHS OATME,11 OZ,1,1280520
478,2750061204,~ARCHWAY CARROT CAKE,12 OZ,1,1280490
478,2750061319,ARCHWAY CHOC CHIP SU,11 OZ,1,1280070
478,2750061325,ARCHWY GRMT RUTH'S G,12 OZ,1,1280510
478,2750061327,$ARCH DATE FILLED OA,10.5OZ,1,1280060
478,2750061328,ARCHWAY APPLE FILLED,10.5OZ,1,1280140
478,2750061333,ARCHWAY FROSTY LEMON,11 OZ,1,1280040
478,2750061336,ARCHWAY OLD FASH OAT,10.5OZ,1,1280320
478,2750061364,$ARCH APRICOT FILLED,10.5OZ,1,1280120
